CPU Usage (%),RAM Usage (GB),GPU Usage (%),GPU Memory Usage (GB),Epoch Time (s)
0.0,6.694210052490234,10,8.53125,51.15351486206055
0.0,6.688068389892578,93,8.53125,45.48617482185364
0.0,6.688076019287109,92,8.53125,45.93788719177246
0.0,6.711391448974609,75,8.53125,47.742077589035034
0.0,6.717372894287109,62,8.53125,47.53046250343323
0.0,6.630245208740234,65,8.53125,50.20280122756958
0.0,6.712162017822266,92,8.53125,48.04203009605408
0.0,6.653690338134766,54,8.53125,50.028295278549194
0.0,6.677127838134766,80,8.53125,59.60740518569946
0.0,6.641971588134766,75,8.53125,51.45809292793274
0.0,6.671714782714844,54,8.53125,58.54756236076355
0.0,6.701038360595703,89,8.53125,54.12662959098816
0.0,6.674160003662109,95,8.53125,53.56141400337219
0.0,6.642578125,91,8.53125,55.11952066421509
0.0,6.6865234375,79,8.53125,53.90022325515747
0.0,6.693172454833984,63,8.53125,58.17802858352661
0.0,6.751102447509766,83,8.53125,54.352641582489014
0.0,6.745243072509766,71,8.53125,54.00651955604553
0.0,6.727664947509766,79,8.53125,56.442991971969604
0.0,6.669193267822266,62,8.53125,56.30071043968201
0.0,6.727684020996094,84,8.53125,58.46935439109802
0.0,6.739463806152344,89,8.53125,55.740134954452515
0.0,6.739463806152344,72,8.53125,55.582184076309204
0.0,6.739463806152344,91,8.53125,52.915661573410034
0.0,6.716148376464844,91,8.53125,54.07849144935608
0.0,6.739967346191406,55,8.53125,57.547224283218384
0.0,6.681495666503906,87,8.53125,48.50479555130005
0.0,6.681495666503906,77,8.53125,56.17248201370239
0.0,6.739967346191406,94,8.53125,54.92116045951843
0.0,6.716529846191406,72,8.53125,47.163410902023315
0.0,6.716651916503906,34,8.53125,53.127182960510254
0.0,6.716651916503906,94,8.53125,52.92080092430115
0.0,6.763404846191406,88,8.53125,50.33593726158142
0.0,6.681495666503906,87,8.53125,51.865286350250244
0.0,6.681495666503906,78,8.53125,52.54661679267883
0.0,6.704933166503906,84,8.53125,59.055113554000854
0.0,6.739967346191406,95,8.53125,52.82335591316223
0.0,6.693214416503906,84,8.53125,45.197877407073975
0.0,6.693214416503906,92,8.53125,47.04894995689392
0.0,6.704811096191406,69,8.53125,49.951297998428345
0.0,6.693023681640625,94,8.53125,48.090768575668335
0.0,6.704814910888672,95,8.53125,45.379751443862915
0.0,6.693218231201172,83,8.53125,51.76353859901428
0.0,6.693111419677734,91,8.53125,46.986653089523315
0.0,6.716655731201172,89,8.53125,47.435774087905884
0.0,6.739971160888672,86,8.53125,50.065733671188354
0.0,6.646877288818359,40,8.53125,47.274847984313965
0.0,6.717002868652344,83,8.53125,52.650936126708984
0.0,6.705474853515625,91,8.53125,54.25408887863159
0.0,6.670314788818359,0,8.53125,49.64976954460144
0.0,6.681491851806641,10,8.53125,56.83691215515137
0.0,6.716529846191406,52,8.53125,56.31783628463745
0.0,6.716529846191406,33,8.53125,53.951629638671875
0.0,6.716651916503906,81,8.53125,55.616610050201416
0.0,6.681495666503906,37,8.53125,54.24028182029724
0.0,6.681499481201172,56,8.53125,58.995192527770996
0.0,6.728252410888672,94,8.53125,52.66278910636902
0.0,6.693096160888672,67,8.53125,49.725924253463745
0.0,6.693096160888672,88,8.53125,53.54145407676697
0.0,6.681499481201172,91,8.53125,50.90623188018799
0.0,6.751689910888672,39,8.53125,51.64614152908325
0.0,6.763408660888672,89,8.53125,48.34860181808472
0.0,6.693218231201172,96,8.53125,54.55334997177124
0.0,6.716655731201172,92,8.53125,54.92760682106018
0.0,6.704936981201172,68,8.53125,55.53849816322327
0.0,6.681446075439453,49,8.53125,53.77235984802246
0.0,6.687370300292969,85,8.53125,51.98765325546265
0.0,6.716667175292969,65,8.53125,53.43535232543945
0.0,6.734123229980469,91,8.53125,54.17257237434387
0.0,6.728263854980469,92,8.53125,55.99513554573059
0.0,6.713737487792969,53,8.53125,58.95450043678284
0.0,6.693229675292969,85,8.53125,53.3022723197937
0.0,6.728206634521484,74,8.53125,56.14854550361633
0.0,6.681510925292969,53,8.53125,57.74799990653992
0.0,6.693229675292969,92,8.53125,54.52722430229187
0.0,6.693229675292969,87,8.53125,55.37168264389038
0.0,6.739982604980469,0,8.53125,55.65919280052185
0.0,6.716545104980469,67,8.53125,55.97863459587097
0.0,6.704948425292969,83,8.53125,57.763068437576294
0.0,6.704948425292969,94,8.53125,66.54046201705933
0.0,6.710685729980469,41,8.53125,71.98796725273132
0.0,6.693229675292969,61,8.53125,74.20479416847229
0.0,6.681510925292969,77,8.53125,73.27128100395203
0.0,6.681510925292969,13,8.53125,68.70346856117249
0.0,6.716667175292969,96,8.53125,70.17020511627197
0.0,6.704826354980469,86,8.53125,73.8465838432312
0.0,6.693229675292969,49,8.53125,70.94772553443909
0.0,6.681510925292969,79,8.53125,69.13636803627014
0.0,6.722404479980469,1,8.53125,73.15412306785583
0.0,6.693229675292969,94,8.53125,67.97560834884644
0.0,6.704826354980469,58,8.53125,57.99679207801819
0.0,6.693229675292969,64,8.53125,56.34621286392212
0.0,6.693229675292969,82,8.53125,54.04941916465759
0.0,6.728385925292969,14,8.53125,54.87038588523865
0.0,6.704948425292969,71,8.53125,46.299386739730835
0.0,6.739982604980469,100,8.53125,53.9168484210968
0.0,6.763420104980469,41,8.53125,68.43918251991272
