CPU Usage (%),RAM Usage (GB),GPU Usage (%),GPU Memory Usage (GB),Epoch Time (s)
0.0,6.677581787109375,100,0.83984375,7.469277381896973
0.0,6.665439605712891,100,0.83984375,4.8722686767578125
0.0,6.700473785400391,100,0.83984375,5.206077814102173
0.0,6.677158355712891,6,0.83984375,5.227008581161499
0.0,6.700473785400391,100,0.83984375,4.97439169883728
0.0,6.724456787109375,100,0.83984375,6.877790212631226
0.0,6.724575042724609,100,0.83984375,5.134593486785889
0.0,6.666103363037109,100,0.83984375,4.41960597038269
0.0,6.718719482421875,95,0.83984375,5.266690731048584
0.0,6.677829742431641,92,0.83984375,5.1564741134643555
0.0,6.734077453613281,100,0.83984375,7.575872182846069
0.0,6.757514953613281,95,0.83984375,5.3900251388549805
0.0,6.681465148925781,100,0.83984375,4.803239345550537
0.0,6.681465148925781,100,0.83984375,5.1340556144714355
0.0,6.716499328613281,100,0.83984375,5.420822620391846
0.0,6.695720672607422,94,0.83984375,7.185686111450195
0.0,6.684120178222656,100,0.83984375,5.5434181690216064
0.0,6.742603302001953,98,0.83984375,4.984851598739624
0.0,6.684131622314453,54,0.83984375,5.156505107879639
0.0,6.725025177001953,100,0.83984375,5.013507604598999
0.0,6.686634063720703,97,0.83984375,7.442588567733765
0.0,6.692512512207031,100,0.83984375,5.141107082366943
0.0,6.6983489990234375,100,0.83984375,4.777251958847046
0.0,6.698371887207031,100,0.83984375,5.2576189041137695
0.0,6.780281066894531,100,0.83984375,5.185859441757202
0.0,6.733318328857422,100,0.83984375,7.058136224746704
0.0,6.704235076904297,100,0.83984375,5.146472930908203
0.0,6.686565399169922,98,0.83984375,5.057121276855469
0.0,6.721721649169922,100,0.83984375,5.458336591720581
0.0,6.698375701904297,100,0.83984375,5.788385391235352
0.0,6.745456695556641,100,0.83984375,7.815342426300049
0.0,6.745609283447266,82,0.83984375,5.404133558273315
0.0,6.757316589355469,100,0.83984375,5.193685531616211
0.0,6.710578918457031,100,0.83984375,5.0146636962890625
0.0,6.710479736328125,23,0.83984375,5.894527435302734
0.0,6.733905792236328,100,0.83984375,7.4637956619262695
0.0,6.675403594970703,95,0.83984375,6.1676061153411865
0.0,6.745624542236328,97,0.83984375,6.024213552474976
0.0,6.687152862548828,100,0.83984375,4.39421010017395
0.0,6.745624542236328,100,0.83984375,5.155434846878052
0.0,6.710582733154297,100,0.83984375,6.9666428565979
0.0,6.710601806640625,100,0.83984375,5.794291257858276
0.0,6.769073486328125,96,0.83984375,4.995586395263672
0.0,6.769073486328125,38,0.83984375,4.612974166870117
0.0,6.734039306640625,100,0.83984375,4.81006646156311
0.0,6.769077301025391,100,0.83984375,6.65195631980896
0.0,6.769077301025391,100,0.83984375,5.012253284454346
0.0,6.769077301025391,100,0.83984375,5.061938285827637
0.0,6.769077301025391,98,0.83984375,4.592755556106567
0.0,6.769077301025391,100,0.83984375,4.883194923400879
0.0,6.769077301025391,100,0.83984375,6.857723951339722
0.0,6.780796051025391,100,0.83984375,5.441606283187866
0.0,6.769077301025391,100,0.83984375,5.674075126647949
0.0,6.769077301025391,100,0.83984375,5.06550931930542
0.0,6.733989715576172,100,0.83984375,4.975062370300293
0.0,6.769077301025391,100,0.83984375,7.229466438293457
