CPU Usage (%),RAM Usage (GB),GPU Usage (%),GPU Memory Usage (GB),Epoch Time (s)
25.9,38.43331527709961,91.0,78.49609375,5.965360641479492
49.4,38.475494384765625,91.0,78.49609375,3.973984718322754
48.0,38.43948745727539,93.0,78.49609375,4.129999160766602
47.8,38.50560760498047,90.0,78.49609375,4.238023042678833
50.1,38.42365264892578,91.0,78.49609375,4.07282829284668
45.3,38.45637893676758,77.0,78.49609375,6.674097299575806
51.3,38.45995330810547,43.0,78.49609375,4.815589904785156
49.5,38.41161346435547,19.0,78.49609375,3.890455961227417
53.5,38.46399688720703,93.0,78.49609375,4.26214075088501
49.0,38.41652297973633,92.0,78.49609375,4.07202935218811
41.8,38.42025375366211,0.0,78.49609375,6.451181173324585
48.9,38.485572814941406,25.0,78.49609375,4.110878944396973
51.3,38.381500244140625,91.0,78.49609375,4.444915771484375
51.0,38.495765686035156,92.0,78.49609375,4.257647752761841
49.8,38.49961471557617,89.0,78.49609375,4.368432998657227
43.9,38.52003860473633,91.0,78.49609375,6.524230241775513
48.8,38.5043830871582,92.0,78.49609375,4.309586048126221
48.7,38.52626037597656,91.0,78.49609375,4.075755596160889
49.2,38.522705078125,97.0,78.49609375,3.991032123565674
50.8,38.47394943237305,91.0,78.49609375,4.097565174102783
45.8,39.01167678833008,87.0,78.49609375,6.699615240097046
55.1,40.577064514160156,91.0,78.49609375,5.653920412063599
53.5,42.01203155517578,89.0,78.49609375,5.77565336227417
57.7,44.07939910888672,92.0,78.49609375,7.220056533813477
65.4,45.047367095947266,96.0,79.13671875,7.110872507095337
71.0,45.130104064941406,94.0,79.13671875,10.583252906799316
79.0,45.088104248046875,0.0,79.13671875,8.420420408248901
80.8,45.05282211303711,92.0,79.13671875,8.94918441772461
75.8,45.13010787963867,29.0,79.13671875,6.94503927230835
77.7,45.13821029663086,18.0,79.13671875,7.719951868057251
61.7,45.14197540283203,96.0,79.13671875,8.370081186294556
79.7,45.15757369995117,93.0,79.13671875,7.995984077453613
78.1,45.276939392089844,80.0,79.13671875,7.667402744293213
75.8,45.25727844238281,25.0,79.13671875,7.007562875747681
78.7,45.23056411743164,98.0,79.13671875,8.093668460845947
67.5,45.28803634643555,93.0,79.13671875,9.311916589736938
77.3,45.38154602050781,90.0,79.13671875,7.747707366943359
77.0,45.32258987426758,93.0,79.13671875,7.88573431968689
76.9,45.24762725830078,100.0,79.13671875,7.341219663619995
76.5,45.3153190612793,93.0,79.13671875,7.406552076339722
64.9,45.32898712158203,90.0,79.13671875,8.901246547698975
76.4,45.35453796386719,53.0,79.13671875,7.301734447479248
75.0,45.33183288574219,5.0,79.13671875,7.150897026062012
77.5,45.31447219848633,99.0,79.13671875,7.290884494781494
84.3,45.298919677734375,87.0,79.13671875,9.945233345031738
69.5,45.252784729003906,92.0,79.13671875,10.243533372879028
79.7,45.280418395996094,100.0,79.13671875,9.174749612808228
80.5,45.357261657714844,90.0,79.13671875,8.971712112426758
75.8,45.32461166381836,94.0,79.13671875,7.161396741867065
77.5,45.319610595703125,87.0,79.13671875,7.991708517074585
67.4,45.37794876098633,90.0,79.13671875,9.751754999160767
76.3,45.33574295043945,92.0,79.13671875,7.585597276687622
78.3,45.30354690551758,90.0,79.13671875,7.600786209106445
74.0,45.27552032470703,0.0,79.13671875,6.778446435928345
77.7,45.2984504699707,100.0,79.13671875,7.774402141571045
67.3,45.34596252441406,91.0,79.13671875,9.144503593444824
79.0,45.501495361328125,100.0,79.13671875,8.080445528030396
