,number,value,datetime_start,datetime_complete,duration,params_beta1,params_beta2,params_hidden_dim,params_learning_rate,params_num_heads,params_num_layers,params_weight_decay,state
275,275,0.00899046536502771,2024-04-30 11:52:25.371189,2024-04-30 11:53:45.074639,0 days 00:01:19.703450,0.881514263691416,0.9447406388494098,384,0.0018443634702423588,2,1,5.297494522253038e-05,COMPLETE
276,276,0.010107988779920907,2024-04-30 11:52:45.584888,2024-04-30 11:54:08.332249,0 days 00:01:22.747361,0.8574408834889384,0.9447582427455021,384,0.0011832485735696183,16,1,5.306547778424509e-05,COMPLETE
277,277,0.11589934384990565,2024-04-30 11:53:17.729045,2024-04-30 12:08:13.471580,0 days 00:14:55.742535,0.8999013917706941,0.9450745819985578,384,0.004368540574852439,16,2,5.286672051878502e-05,COMPLETE
278,278,0.008973821759772248,2024-04-30 11:53:42.780666,2024-04-30 11:55:07.783244,0 days 00:01:25.002578,0.8723052891866888,0.9763164650951544,384,0.001156060483482762,2,1,5.9383651556340935e-05,COMPLETE
279,279,0.009189537349378779,2024-04-30 11:53:43.662063,2024-04-30 11:55:12.699414,0 days 00:01:29.037351,0.8977855625889274,0.9453971259943073,384,0.0013012714308567892,2,1,5.874807250754052e-05,COMPLETE
280,280,0.01014166713381807,2024-04-30 11:53:45.151461,2024-04-30 11:55:04.745460,0 days 00:01:19.593999,0.898181456396493,0.9419859810743209,384,0.0021191065354052795,2,1,5.860396712592922e-05,COMPLETE
281,281,0.009419273191990403,2024-04-30 11:53:46.788001,2024-04-30 11:55:29.244603,0 days 00:01:42.456602,0.8954657040965948,0.9477358050571074,384,0.0020987634531449174,2,1,5.9744448590863135e-05,COMPLETE
282,282,0.009757660565196306,2024-04-30 11:54:03.355521,2024-04-30 11:56:07.634805,0 days 00:02:04.279284,0.8924601191210834,0.931762265009454,384,0.0019926676566184042,2,1,5.8089357599578474e-05,COMPLETE
283,283,0.03165542477846662,2024-04-30 11:54:08.684278,2024-04-30 11:55:30.841201,0 days 00:01:22.156923,0.8932038129292912,0.750115285689181,384,0.004575403883124403,2,1,4.8543234955191444e-05,COMPLETE
284,284,0.016650657084855167,2024-04-30 11:54:24.834143,2024-04-30 11:57:53.796930,0 days 00:03:28.962787,0.631820886111525,0.9127840269260353,384,0.002047233084567231,2,1,4.839282195561705e-05,COMPLETE
285,285,0.010426155777317493,2024-04-30 11:55:04.858081,2024-04-30 11:56:25.361805,0 days 00:01:20.503724,0.8838623998079593,0.9818172662240892,384,0.002775987673742445,2,1,5.9561038956346925e-05,COMPLETE
286,286,0.010266229861065165,2024-04-30 11:55:07.862442,2024-04-30 11:56:33.245321,0 days 00:01:25.382879,0.8701845653073128,0.7462242001777376,384,0.00045859807614463324,2,1,6.714578191255157e-05,COMPLETE
287,287,0.010215281722543044,2024-04-30 11:55:13.043218,2024-04-30 11:56:44.663980,0 days 00:01:31.620762,0.8735763949909944,0.9293823019079519,384,0.00041539447248569117,2,1,6.629040655914185e-05,COMPLETE
288,288,0.03268204116589063,2024-04-30 11:55:29.353352,2024-04-30 11:57:07.397509,0 days 00:01:38.044157,0.8832799786508371,0.998880893321656,384,0.0018296737585492566,2,1,5.433198881844357e-05,COMPLETE
289,289,0.013037831816838418,2024-04-30 11:55:30.913912,2024-04-30 11:56:53.206017,0 days 00:01:22.292105,0.7201795260726884,0.9102049188696587,384,0.00045242482061437554,2,1,5.425615205965364e-05,COMPLETE
290,290,0.013176717924445996,2024-04-30 11:56:07.775550,2024-04-30 11:58:16.172082,0 days 00:02:08.396532,0.7141018923729243,0.9801488295670312,384,0.0004617908931350275,2,1,5.4705649240192334e-05,COMPLETE
291,291,0.012819806085617252,2024-04-30 11:56:25.680099,2024-04-30 11:57:46.889594,0 days 00:01:21.209495,0.7137566703679715,0.9718826338892559,384,0.0004666764718350961,2,1,5.3542405260014515e-05,COMPLETE
292,292,0.02177557200032137,2024-04-30 11:56:33.357062,2024-04-30 11:57:59.997220,0 days 00:01:26.640158,0.8807639927028186,0.9989186414945307,384,0.0005146663169057108,2,1,5.531947952647823e-05,COMPLETE
293,293,0.03056998796825543,2024-04-30 11:56:44.751116,2024-04-30 11:58:21.020205,0 days 00:01:36.269089,0.8801889799958391,0.9983252836769017,384,0.0016605136815790304,2,1,5.420491078806078e-05,COMPLETE
294,294,0.00974408659108338,2024-04-30 11:56:53.302730,2024-04-30 11:58:18.784645,0 days 00:01:25.481915,0.8817966360857815,0.9707281554682684,384,0.0017729518739689502,2,1,5.425919869713822e-05,COMPLETE
295,295,0.009181590639941749,2024-04-30 11:57:07.475364,2024-04-30 11:59:07.672567,0 days 00:02:00.197203,0.8780430269754114,0.9733458473341223,896,0.0011479153391759896,2,1,4.9039182862591445e-05,COMPLETE
296,296,0.03216140560838051,2024-04-30 11:57:46.967240,2024-04-30 11:59:08.592904,0 days 00:01:21.625664,0.8795177384038897,0.9812946750378873,896,0.0055424242923374795,2,1,4.841510451089495e-05,COMPLETE
297,297,0.012250082184322726,2024-04-30 11:57:53.882053,2024-04-30 12:04:42.844487,0 days 00:06:48.962434,0.879187010632431,0.9767076405791103,896,0.001671105758721387,2,1,5.0763937685695944e-05,COMPLETE
298,298,0.02094356209297717,2024-04-30 11:58:00.086724,2024-04-30 11:59:53.763157,0 days 00:01:53.676433,0.8723087422383098,0.9821326696798393,896,0.0011880154140413279,16,2,4.587258539904398e-05,COMPLETE
299,299,0.009987683726869749,2024-04-30 11:58:16.454284,2024-04-30 12:03:25.936718,0 days 00:05:09.482434,0.8709030665873501,0.9715392871708655,896,0.0011975050327552297,16,2,5.006433863183302e-05,COMPLETE
300,300,0.011191350936051055,2024-04-30 11:58:18.919789,2024-04-30 12:00:03.311424,0 days 00:01:44.391635,0.871509925663725,0.9809043678599754,896,0.00120630156955661,16,2,6.974759993274868e-05,COMPLETE
301,301,0.011078956276904067,2024-04-30 11:58:21.143772,2024-04-30 12:00:28.202014,0 days 00:02:07.058242,0.873251319439147,0.9820983482764091,896,0.0011921399164059358,16,2,4.982356630948221e-05,COMPLETE
302,302,0.03349885929908071,2024-04-30 11:59:07.764718,2024-04-30 12:02:13.021293,0 days 00:03:05.256575,0.8701204606872853,0.9847941208982254,896,0.0055804575053014505,16,2,7.090189309294678e-05,COMPLETE
303,303,0.0301328758463199,2024-04-30 11:59:08.658462,2024-04-30 12:00:43.547930,0 days 00:01:34.889468,0.5724238756803586,0.9661784384918026,896,0.00093812048493702,16,2,7.18980388605784e-05,COMPLETE
304,304,0.009205091942214605,2024-04-30 11:59:53.838427,2024-04-30 12:01:40.539252,0 days 00:01:46.700825,0.8890755695887822,0.9581368707608588,896,0.0006580099382679136,16,2,7.250505940044664e-05,COMPLETE
305,305,0.023835590113260786,2024-04-30 12:00:03.391769,2024-04-30 12:01:44.025956,0 days 00:01:40.634187,0.8892330381509952,0.5038889442076027,896,0.0009478182368918552,16,2,7.39234597505753e-05,COMPLETE
306,306,0.008606646391381692,2024-04-30 12:00:28.481667,2024-04-30 12:02:32.363362,0 days 00:02:03.881695,0.8884894825438229,0.9672039488208047,896,0.0009214075841593294,16,2,5.173698329983481e-05,COMPLETE
307,307,0.010796830785819592,2024-04-30 12:00:43.647852,2024-04-30 12:02:23.236307,0 days 00:01:39.588455,0.890625812256884,0.9547230378435012,896,0.0006550472816761061,16,2,7.456514263655745e-05,COMPLETE
308,308,0.010006356645714153,2024-04-30 12:01:40.603773,2024-04-30 12:03:15.220467,0 days 00:01:34.616694,0.8908949642522899,0.9519441289585582,896,0.0014428031962565508,16,1,5.14654082637182e-05,COMPLETE
309,309,0.00895870617869032,2024-04-30 12:01:44.099204,2024-04-30 12:03:12.559412,0 days 00:01:28.460208,0.8915546143011376,0.9513240288352839,896,0.0013628852812685402,2,1,5.182293067365425e-05,COMPLETE
310,310,0.009520672862438155,2024-04-30 12:02:13.309206,2024-04-30 12:04:27.666380,0 days 00:02:14.357174,0.8984922390278715,0.9521271423217547,896,0.001387669756792085,2,1,5.2154360068788664e-05,COMPLETE
311,311,0.008983108614172255,2024-04-30 12:02:23.324646,2024-04-30 12:03:48.994128,0 days 00:01:25.669482,0.8974570159724244,0.968067584644994,896,0.0013725231500287865,2,1,5.2085281573287974e-05,COMPLETE
312,312,0.010349778690298786,2024-04-30 12:02:32.478797,2024-04-30 12:04:48.730838,0 days 00:02:16.252041,0.8512016513582031,0.9664090159743475,896,0.0002492636235308776,16,2,5.144502014770247e-05,COMPLETE
313,313,0.00957105066264411,2024-04-30 12:03:12.632539,2024-04-30 12:04:42.226958,0 days 00:01:29.594419,0.8876926751393495,0.9672247840265369,896,0.001602201760557284,2,1,5.112982461269124e-05,COMPLETE
314,314,0.04034647727748016,2024-04-30 12:03:15.483140,2024-04-30 12:04:49.231879,0 days 00:01:33.748739,0.885562363382739,0.9652219702282016,896,0.007361335814945236,2,1,5.1395352918720335e-05,COMPLETE
315,315,0.0101518633360148,2024-04-30 12:03:26.006324,2024-04-30 12:06:13.767690,0 days 00:02:47.761366,0.8861545983303765,0.9659839293067732,896,0.0002897466079662559,2,1,4.69703017834574e-05,COMPLETE
316,316,0.010121870852474655,2024-04-30 12:03:49.054645,2024-04-30 12:05:17.613886,0 days 00:01:28.559241,0.89970062999274,0.9645921492938989,896,0.0015601199218950555,2,1,4.699061116027627e-05,COMPLETE
317,317,0.0391429408546134,2024-04-30 12:04:27.770055,2024-04-30 12:06:33.096960,0 days 00:02:05.326905,0.8993837608566142,0.964776714879637,896,0.007190883362667041,2,1,4.663567578714886e-05,COMPLETE
318,318,0.00862835691153229,2024-04-30 12:04:42.573542,2024-04-30 12:06:14.728643,0 days 00:01:32.155101,0.8993250564462384,0.9647232960721346,896,0.000820886119911863,2,1,4.696014716617534e-05,COMPLETE
319,319,0.008965407594941653,2024-04-30 12:04:42.923837,2024-04-30 12:09:38.571093,0 days 00:04:55.647256,0.8861724208011151,0.9657598952028947,896,0.0008922840930142362,2,1,4.667886559129749e-05,COMPLETE
320,320,0.008102345554504817,2024-04-30 12:04:48.836216,2024-04-30 12:06:33.911592,0 days 00:01:45.075376,0.899451522123875,0.9890305796449935,896,0.0009120715184950416,2,1,4.579094214017652e-05,COMPLETE
321,321,0.008115592029639136,2024-04-30 12:04:49.313485,2024-04-30 12:06:26.252596,0 days 00:01:36.939111,0.898974781484169,0.9896083771844026,896,0.0008816735301424891,2,1,4.7619155366622704e-05,COMPLETE
322,322,0.010403874134685184,2024-04-30 12:05:17.824820,2024-04-30 12:06:46.262413,0 days 00:01:28.437593,0.8909809465284839,0.9918824955211767,896,0.0008759554733021355,2,1,5.62284922741582e-05,COMPLETE
323,323,0.008239912742031215,2024-04-30 12:06:13.870595,2024-04-30 12:09:06.036965,0 days 00:02:52.166370,0.8991869488795853,0.9887599205135574,896,0.0008604994513164437,2,1,4.8129891983045165e-05,COMPLETE
324,324,0.008608306153350837,2024-04-30 12:06:14.823995,2024-04-30 12:07:46.400239,0 days 00:01:31.576244,0.8995480052052341,0.987688263672855,896,0.0008685098562804311,8,1,5.742275406312689e-05,COMPLETE
325,325,0.008235349402525079,2024-04-30 12:06:26.349739,2024-04-30 12:08:02.723646,0 days 00:01:36.373907,0.8911262268860037,0.9872550734181968,896,0.0008468059737052618,8,1,5.620241037397624e-05,COMPLETE
326,326,0.008714703976043634,2024-04-30 12:06:33.373284,2024-04-30 12:08:38.127784,0 days 00:02:04.754500,0.8912621752379007,0.9893391057896271,896,0.0008554442958160406,2,1,5.676576953732798e-05,COMPLETE
327,327,0.017780533088653377,2024-04-30 12:06:33.995395,2024-04-30 12:08:19.026862,0 days 00:01:45.031467,0.7821362013550887,0.9894487384177171,896,0.0009009169448235585,2,1,4.511774952219233e-05,COMPLETE
328,328,0.008793545937270442,2024-04-30 12:06:46.386061,2024-04-30 12:08:13.236556,0 days 00:01:26.850495,0.8999353537920594,0.9875517781024498,896,0.0010194606756303488,2,1,4.493183051766169e-05,COMPLETE
329,329,0.008111491781211906,2024-04-30 12:07:46.470502,2024-04-30 12:09:20.138217,0 days 00:01:33.667715,0.8989241717800983,0.9868081419796648,896,0.001023083066185385,8,1,5.710523858579189e-05,COMPLETE
330,330,0.007987973864847448,2024-04-30 12:08:03.004639,2024-04-30 12:09:41.687912,0 days 00:01:38.683273,0.8996412176074895,0.987266552671241,896,0.0010090439236167274,8,1,4.4938255920231956e-05,COMPLETE
331,331,0.007904489996371332,2024-04-30 12:08:13.346655,2024-04-30 12:09:43.575430,0 days 00:01:30.228775,0.8927581552025654,0.9875854612755945,896,0.0008770021945351082,8,1,4.428678425735359e-05,COMPLETE
332,332,0.009776557680799977,2024-04-30 12:08:13.715996,2024-04-30 12:18:30.349110,0 days 00:10:16.633114,0.8923011623964523,0.9893124937638509,896,0.0009407764584487198,8,1,4.572024416281662e-05,COMPLETE
333,333,0.008534259622456965,2024-04-30 12:08:19.130422,2024-04-30 12:10:05.522977,0 days 00:01:46.392555,0.8922766114139536,0.985285084004266,896,0.0010567333842215708,8,1,4.530405006041669e-05,COMPLETE
334,334,0.009298201402431571,2024-04-30 12:08:38.474365,2024-04-30 12:10:44.930368,0 days 00:02:06.456003,0.8915922956126002,0.9884538652545455,896,0.0010686492777841423,8,1,4.552899052534381e-05,COMPLETE
